Nombre,Numero_Expediente,Edad
Domingo Rosales Cabada,9052189879,22
Julián Durazo Cano,8232093116,24
Domingo Domínguez Cano,3486457132,25
Julio Peña Domínguez,9802412622,22
Armando Rodríguez Wong,0149434891,23
Kevin Espinoza Monteverde,7707283634,20
Sebastián López Wong,6386943799,22
Mariana Valle Camacho,9308138149,25
Raquel Leo Castañeda,3969910708,20
Ernesto Islas Caro,7040308594,22
Kenia Pulido Heras,7838893770,19
Eva Durazo Pino,5260771850,19
Karla Rosales Cuevas,7456290827,23
José Moreno Lobo,6681414329,20
Ema Arvizu Lobo,1091334959,24
Adán Cabada Nuñez,0776621062,23
Kevin Gutierrez Córdova,0666159911,22
Socorro Flores Monteverde,0518511282,21
Regina Pino Gutierrez,3750985696,21
Kevin Reyes Andre,4130036319,25
María Romero Valenzuela,9133333357,25
Regina Moreno Elías,8055253936,22
Luis López Jimenez,4139422971,18
Domingo Martínez Calles,3398611189,21
César Camacho Medina,7312439189,19
Julián Balderrama Domínguez,0744526498,21
Alberto Caro Ramirez,0899858941,22
Mariana Reza Domínguez,0351398107,20
Sebastián Espinoza Coronado,4996319083,23
Mario Cabada López,6425871093,18
Luis Arroyo Almada,4487992218,23
Adán Coronado Tellez,6445581758,23
Elvia Valenzuela Verduzco,8881292386,23
Kevin Garza Camacho,5586556104,18
Kenia Galaz Caro,8325053982,21
Teresa Orozco González,7401344127,20
Alberto Valle Ozuna,4230912021,23
Mariana Cano Rosales,9145887781,24
Lourdes Calles Rojas,7904266149,23
José Elías Peña,8954104604,18
Raquel López Ramirez,5272778663,19
Karen Vazquez Ramirez,7689018768,18
Alberto Heras Domínguez,1860407975,20
Guadalupe Piña Cabada,1064026491,21
Juan Gutierrez Wong,1623950148,24
Julio Domínguez Domínguez,7735239506,21
Carlos Nuñez Cruz,1385913480,22
Julián Calles Rojas,7239590674,21
José Galaz López,1853152264,20
Teresa Balderrama Medina,1173733375,23
José González Cadena,3022487290,21
Raquel Rosas Galaz,2518960379,25
Isabel Arroyo Romero,3815959711,20
Juan Pulido Leo,0011833013,22
Kimberly Garza Pulido,0834003111,20
Carlos Verduzco Durazo,0287834719,22
Alberto Aldama Romero,0928365740,20
Kimberly Rosales Cuevas,2349742766,23
Mariana Reyes Cruz,6225003049,22
Brian Verduzco Islas,2770749826,18
Socorro Leo Encinas,0742964823,19
María Jimenez Garza,9890086943,21
Karla Peña Medina,7492768304,23
José Cruz Camacho,6590118089,18
Rafael Arroyo Galaz,4872073973,21
Alan Gutierrez Lobo,5534862344,21
Socorro Domínguez Arvizu,8158972677,22
Ema Andre Castañeda,5167139876,23
Czarina Córdova Coronado,5951671159,19
Adán Gutierrez Elías,1131856966,23
Kimberly López Arredondo,8713961318,24
Kenia Vazquez Orozco,0583173542,21
Karina Encinas Pérez,9375095758,23
Mariana Valenzuela Galaz,8886439763,25
Juan López Arroyo,8062497714,25
Kenia Mendoza Reyes,0375213281,23
Karina Ozuna Rojas,3664584452,24
Isabel Cabada Garza,8086145371,23
Mario Mancera Arvizu,4686548903,18
Rosa Espinoza Pulido,2717753501,19
Karina González Cano,0316970036,25
Karina Mendez Aldama,3444284052,22
Raquel Fernandez Orozco,7597502764,20
Alberto Verduzco Ochoa,2791359621,18
Ernesto González Leo,1591753644,24
Luis Ochoa Cabada,1960695074,19
Karla Pino Córdova,1397448907,18
América Ozuna Reza,9988054212,25
Karen Cruz Cuevas,7567495297,21
Ada Ozuna Chávez,1231341067,22
Kevin Espinoza Rodríguez,8539961798,20
Regina Pérez Galaz,2400179050,18
Adán Aldama Heras,4258742784,21
Kimberly Rosales Elías,9273164224,21
Rosa Chávez Romero,1838325175,19
Mariana Caro Cano,3806524558,21
Sebastián Leo Ozuna,8203590019,19
Domingo Rosas Rodríguez,6404436283,23
Isabel Moreno Mendoza,8981316445,18
Kevin Andre Pérez,5269056268,19
América Peña Durazo,2014106371,24
Teresa Gutierrez Orozco,2875078357,24
Guadalupe Romero Flores,1420487590,24
Rafael Yanes López,1545436496,21
Julio Ramirez Jimenez,6965613161,22
Lourdes Calles Escalante,3876919168,23
Luis Yanes Jimenez,1132189552,21
Julio Galaz Ramos,0439634755,22
Juan Fernandez Pulido,1553838510,25
Brian Domínguez Escalante,0656546281,25
Rosa Ortiz Flores,6826061734,18
Susana Jimenez Pérez,6734188338,23
Kim Monteverde Yanes,4222955070,22
Eva Valenzuela Camacho,7943368151,20
María Balderrama Calles,6897974247,24
Czarina Ramos Ramirez,6242907188,18
Juan Martínez Mendez,3505741999,22
Lourdes Caro Almada,9968855643,19
Czarina Alemán Cano,8093624863,25
Rafael Mendez Monteverde,2063635054,20
Karla Elías Vazquez,7409202750,18
Kenia Camacho Almada,4250012181,18
Julián Rosas Ortiz,8515058754,20
Kevin Arvizu Castañeda,6597615838,20
María Almada Cruz,5957750483,20
César Ozuna Pérez,5148496474,18
Czarina Encinas García,3498741248,23
María Caro Ochoa,3308112325,19
Adán Ramirez Heras,1514481742,24
Julián López Alemán,1004933906,18
Teresa Mata Ayala,7392667414,24
Elvia Elías Pérez,1905675932,18
Mario Castañeda Yanes,1557524733,20
Fernanda Cabada Tellez,3021531794,19
Alberto Wong Mendez,7300394523,21
José Ortiz Córdova,5296452624,24
Adán Espinoza Elías,7564938562,24
Kevin Ramirez Valle,5418245278,18
Carlos Heras Monteverde,4311113200,20
Lourdes Ochoa Durazo,2170007687,23
Armando Garza Balderrama,4582634716,18
Elvia Escalante Reza,2579148111,18
Kevin Arvizu López,9369020499,21
Guadalupe Fernandez Monteverde,6307656949,24
Alan Leo Valle,8860707694,22
José Cadena Cuevas,8569466343,21
Adán Pulido Cabada,9417731912,23
Kevin Arvizu Wong,8884213814,25
Fernanda Aldama Aldama,4322089137,24
Eva Caro Rodríguez,7208756056,19
María Reza Valle,3726911616,18
Mario Piña Mata,8802492380,21
Lourdes Verduzco Reza,7419312202,21
Czarina Alemán Ayala,3123864881,24
Rafael Escalante Mendez,9049604588,23
Karla Wong Arredondo,9361033024,20
Raquel Flores Mendoza,6035745439,22
Czarina López Monteverde,3711512012,25
Susana Cano Ramirez,0726334223,23
Lourdes Arredondo Ochoa,9552979254,18
Armando Rosales Ortiz,1460019352,22
Julián Mancera Wong,4213862777,23
César Escalante Ramos,4079005377,22
Luis Gutierrez Tellez,5882371038,18
Mario Arvizu Rodríguez,9822417614,20
Fernanda Yanes Fernandez,2147571272,21
Rafael Valenzuela Cruz,2097909306,23
Guadalupe Balderrama Ayala,0845150049,22
Kenia Ramirez Yanes,9165026364,24
América Jimenez Fernandez,8012574365,21
Teresa Fernandez Cadena,9421602928,21
Rosa Arvizu Elías,2961340935,21
Carlos Coronado Cuevas,1210128791,22
Luis Encinas Alemán,5224321589,24
Elvia Escalante Ayala,1588916944,21
Raquel Mata Espinoza,7612510771,18
Julián Ramos Pérez,3807010390,22
Mario Rosales Espinoza,5981126493,21
América Mendez Almada,2258247438,20
Julián Galaz García,0438695379,21
Brian Ozuna González,4607530801,21
Alan Ochoa Aldama,8277028680,18
Susana Mendez Cano,7818672857,23
Teresa Orozco Ramirez,6020572844,25
Carlos Pulido Chávez,1313765476,21
Lourdes Islas Heras,2928511521,19
Karen Lobo Rosas,2300555391,23
Ema Garza Rosas,9445713829,20
América Martínez Arroyo,0858723350,18
Guadalupe González Coronado,5056734560,19
Fernanda Romero Rosas,0326546367,19
Kevin Escalante Cabada,1426810165,20
Armando Ortiz Peña,5032731589,18
César Domínguez Pérez,6440255703,21
Kim Cano Arredondo,2580440598,24
Fernanda Escalante Piña,6384754981,19
Rafael Pulido Nuñez,0855568385,22
Julián Castañeda Durazo,1801173535,20
Adán Arvizu Peña,0415407477,18
Susana Aldama Vazquez,3601705703,25
Teresa Ramos Reyes,8845534310,23
Kevin Nuñez Rosas,7837503860,21
Elvia Tellez Nuñez,4086675583,19
Armando Arvizu Caro,8139569502,18
Karina Rosales Arvizu,4404534723,25
Juan Castañeda Espinoza,5856120119,18
Isabel Chávez Aldama,5529364136,21
Alan Vazquez Ozuna,6358646627,19
Brian Andre Castañeda,1021563751,19
Brian Espinoza Romero,9538399340,18
América Orozco Romero,7027057931,22
Socorro Espinoza Galaz,9006034736,25
Sebastián Rojas Leo,1681941518,24
Isabel Encinas Balderrama,6474635606,22
Armando Arredondo García,6029848859,22
Ernesto Verduzco Caro,3945552408,18
César Camacho Coronado,2890528544,22
Carlos Caro Arroyo,3051543732,20
Alan Pino Martínez,0952532469,22
Susana Cuevas Valenzuela,0160276034,18
Julián Encinas Monteverde,0571833588,24
Sebastián Nuñez Rosas,6373239306,25
Alberto Domínguez Arroyo,7205015994,24
Brian Valenzuela Pérez,7556618267,25
Alberto Lobo Ortiz,6175906152,19
Karla Heras Lobo,9951348472,22
Isabel Encinas Mancera,9271697206,25
Ana Martínez Rosales,5326788661,24
Guadalupe Wong Cano,5068813965,22
Adán Ozuna Arvizu,3309969428,22
Julio Valenzuela Heras,8004733116,24
Czarina Wong Ramos,7493082049,23
Karla García Encinas,4022101237,21
Karen Ortiz Leo,0930019749,24
Rosa López Moreno,3700164809,24
Sebastián Cruz Garza,2336979042,23
Rosa Piña Andre,4917941156,18
Susana Tellez Jimenez,3532308407,25
Isabel Aldama Mata,6435091196,20
Guadalupe Balderrama Chávez,4635215235,25
Kenia Peña Nuñez,9248880848,25
Kenia Lobo Rosas,5151533137,21
Juan Aldama Elías,7591787920,25
Carlos Cuevas Rosales,6942509121,18
Ernesto Camacho Rodríguez,2926517158,19
César Escalante Pulido,6106766785,25
Kenia Rodríguez Pino,5656401607,22
Guadalupe Valenzuela Coronado,4034001826,21
Rafael Leo Cadena,3817003439,25
Elvia Galaz Wong,6793305028,19
Brian Tellez Wong,1037353487,18
Adán Jimenez Ramos,6603638110,18
América López Espinoza,0519732325,21
Ernesto Reyes Escalante,6703587727,24
Alan Moreno Fernandez,6151911401,25
Juan Cuevas Gutierrez,9303297259,20
Alberto Romero Cabada,4550392546,25
Socorro Mendoza Mendoza,4062969377,21
César Reyes Coronado,9684956394,21
Domingo Andre Arredondo,1281916694,21
Brian Calles Galaz,0963399863,23
Julio Romero Ortiz,9784729636,25
Kim Arroyo Vazquez,4896267746,19
Ana Leo Ramos,5687989699,22
Adán Camacho Calles,5066589878,20
Regina Pulido Mata,8669511175,22
Alberto Elías Tellez,3356339635,21
María Valle López,4266527047,22
Karen Yanes Ochoa,9984762596,21
Eva Rojas Castañeda,8510175365,23
Julián Cruz Domínguez,6017978511,18
Ema Camacho Valenzuela,5240523577,21
Kim Valle Valle,7868125691,19
Sebastián Valenzuela García,0368099765,20
Adán Mendoza Pérez,5230604018,23
Lourdes Islas Flores,1866116931,20
Carlos Alemán Islas,5874132215,21
Eva Romero Reyes,5384748891,25
Brian Cabada González,0201566767,19
Mariana Escalante Cuevas,5924713888,19
Carlos Pérez Nuñez,3174578347,24
Rafael Alemán Durazo,3128244834,22
María Medina Nuñez,4155584128,20
Rafael Ochoa Caro,7501660228,21
Brian Mancera Tellez,3605128607,18
Rafael Vazquez Flores,0627474437,23
Eva Elías Garza,4856573352,20
Juan Castañeda Arroyo,2305637836,20
Sebastián Martínez Rojas,3571298498,20
Luis Chávez Rodríguez,9575109758,19
Karen Mendez Tellez,0747250283,18
Lourdes Moreno Wong,4052241649,20
Juan Alemán Martínez,1023162410,23
Julián Nuñez Calles,5546923723,21
Alberto Ayala Leo,2176506707,21
Brian Calles Domínguez,2604237044,20
José Verduzco Valenzuela,7908610035,23
Kimberly González Yanes,6318566337,22
César Lobo Tellez,7815451140,18
Juan Cuevas Durazo,6176283882,20
Carlos Romero Orozco,5001230869,21
Luis Orozco López,3537808353,21
Karina Fernandez Pérez,3801381802,24
Raquel Durazo Orozco,7987952999,22
Julio Galaz Reza,6555515745,24
Karla López González,5046371336,25
Czarina Nuñez Pérez,8469272311,18
Domingo Martínez Vazquez,9179472320,25
Alan Piña Ortiz,2430047487,19
Eva Mata Pino,3200172556,19
Carlos Peña Reyes,3486506110,22
Ada Coronado Garza,0874208742,23
Kenia Yanes Camacho,0243987366,23
Czarina Valle Córdova,2243017058,18
Lourdes Fernandez Orozco,0496822946,25
Kimberly Ortiz Ortiz,8137500681,20
Brian Arredondo Mancera,6669157318,20
Karina Mancera Garza,0982870784,19
Elvia Coronado Elías,0949686433,23
Teresa Wong Arvizu,7075947408,22
Ernesto Mata Pérez,4377438365,19
Luis Garza Cruz,9936292403,24
Julián Fernandez Arredondo,0565096372,22
Julián Coronado Espinoza,1475303837,24
Kevin Flores Chávez,4963450801,24
Carlos González Rodríguez,5842921240,23
Guadalupe Pulido Mendez,8891700897,20
Juan Mendoza Rojas,5408932822,20
Carlos García Caro,8108196118,22
Alan Ayala Gutierrez,0119500305,24
Sebastián Reyes Jimenez,7687405749,21
Sebastián Encinas Nuñez,4157022431,25
Julián Garza Tellez,8771347192,18
Brian Castañeda Castañeda,1035104947,23
Ana Moreno Peña,1728871359,22
Armando Escalante Pérez,7953863080,21
Susana Escalante Reza,3123525096,24
Rafael Andre Mendez,6884523154,21
Julio Romero Verduzco,5736532863,23
Guadalupe Nuñez Córdova,9645218254,23
Adán Rosas Valle,3243089558,18
Armando Jimenez Pérez,8008392008,24
César Elías Pino,8868781030,19
Adán Cabada Jimenez,4960881667,25
Czarina Mendez Fernandez,4060187764,21
Kim Mata Valenzuela,0496939158,24
Julio Medina Gutierrez,0212783943,23
Karla Andre Reza,3009007870,23
Luis Leo Ortiz,6370224083,22
Julián Elías Yanes,8182985112,19
Julián Verduzco Coronado,2862003139,23
Luis López Chávez,5266174467,18
Guadalupe Fernandez Cano,8197431089,20
Brian Ochoa Castañeda,9155724072,23
Susana García Galaz,4089061003,24
América Mancera Cabada,9317012126,25
Juan Caro Mata,2644671875,18
Alberto López Castañeda,2184116767,21
Alan Tellez Mendez,6958025552,18
Brian Cruz Rojas,5155704625,20
Julián Rosales Lobo,3439185037,25
María Cano Cuevas,8428962831,23
Domingo Córdova Rosas,2605106351,25
Raquel Leo Pérez,2709270197,23
Susana Garza Verduzco,2758670936,23
Kenia Ortiz Reza,4262804478,25
Kenia Reyes Jimenez,0614127478,18
César Pino Rosales,6907911563,19
Kim Reza González,1674416100,24
Czarina Wong Flores,0078906612,19
Mariana Yanes Camacho,5658106072,20
Ernesto Cuevas Elías,6596217314,24
Adán Cruz Fernandez,2360402293,21
Alan Espinoza Almada,2348823325,19
Karla Jimenez Domínguez,2821265301,19
Guadalupe Rosas Ozuna,3206571028,25
Ada Cabada Cruz,0736031772,24
Ada Verduzco Cuevas,9032669778,19
Teresa Mendez Piña,1416040930,22
Adán Pino Cuevas,5729769990,18
Lourdes Mancera Leo,4262315525,20
Kenia Galaz Pulido,8903527840,18
Domingo Yanes Chávez,5773980502,20
Ana Valenzuela Arredondo,8599238644,23
Luis Fernandez Romero,8215289560,22
Mariana Escalante Cruz,5729701830,20
Raquel Camacho Arvizu,8297751649,24
Kevin Rosales Escalante,7804809711,19
Teresa Rosales Andre,0311769191,21
Rafael Monteverde Pérez,2035375001,25
Luis Ortiz Espinoza,6914218609,23
Ana Cabada Durazo,6720874397,24
Socorro Martínez Orozco,7538269668,23
Alan Ortiz Monteverde,2355227289,18
Karla Galaz Cruz,1997678771,22
Regina Islas Islas,3171443895,19
César Cadena Galaz,1013011161,18
Luis Vazquez López,0702738255,19
Karina Reza Arredondo,4376635395,19
Karla Escalante Cruz,0692408645,24
Luis Moreno Piña,2929403311,22
Isabel Leo Monteverde,1658175909,24
José Espinoza Orozco,0571472094,25
Lourdes Ramirez Cuevas,3754414827,25
Ana Jimenez Rosas,6467411447,22
Luis Medina Flores,9045254291,18
Ada Peña Almada,1935768212,25
Alberto Piña Galaz,2166043194,23
Karen Reyes Ortiz,5888594418,18
Juan Reza Rosas,1051176924,22
Sebastián Andre Rosales,1982526987,21
Guadalupe Durazo Vazquez,5866629212,25
Raquel Moreno Reyes,3658004018,21
Adán Reza Galaz,7113736432,24
Julián Valle Moreno,1863354545,25
Adán Reyes Rosales,7622064624,20
Luis Elías Valle,5507208948,20
Domingo González Mendez,0341775149,20
Mario Tellez Yanes,1186310978,18
Kim Chávez Cruz,4975267159,22
Karina Coronado Escalante,3690990890,20
César Martínez Córdova,7752460449,21
Brian Caro Castañeda,9243962164,20
Kim Valenzuela González,7799562580,20
Ada Orozco Cano,8954302471,21
Kevin Cadena Piña,2749405463,20
Mario Jimenez Ramirez,8941020812,25
Ada Balderrama Islas,9939615001,19
Karina Rosales Moreno,3003019108,20
Carlos Flores Ramos,0490171881,23
Alan Reyes Durazo,0189867670,24
Carlos Rosas Vazquez,8039595693,24
Regina Mata Córdova,0403524377,25
Domingo Wong Ramos,6533638141,20
Brian Escalante Coronado,9512482564,24
Alan Islas Nuñez,1453759347,25
Kenia Nuñez Arvizu,9983610697,23
Ema Moreno Ortiz,1537060412,22
Kevin Moreno García,3720696211,23
Teresa Pérez Alemán,1633691964,23
Raquel Coronado Ortiz,1625305879,25
Czarina Cuevas Arredondo,3018893499,23
Raquel Ramos Peña,0258644976,19
César Mata Valenzuela,2627790414,19
María Medina Córdova,3445038708,18
Luis Heras Coronado,5808414589,21
Luis Almada Leo,0661581251,23
Julio Chávez Cruz,6538281498,18
Karen Balderrama Camacho,2165855163,23
Julián Cruz Wong,7641534248,23
Sebastián Chávez Arvizu,0359293449,23
Teresa Cabada Córdova,3360134483,18
Julián Ozuna Pulido,8828228365,24
Rosa Wong Ramirez,8404928459,18
José Reyes Medina,7676911123,19
Ernesto Medina Cruz,7253530442,18
Rosa Pino Galaz,9617226446,25
Ana Elías Reza,8252826612,21
Karen Ozuna Valenzuela,0416810459,22
Brian Mancera Flores,5871929850,23
Kevin Piña Mendez,2176803412,21
Kevin Camacho Ozuna,1186003818,22
Rafael Rosales Domínguez,6672143384,18
Karen Arvizu Reza,7253084940,24
Kim Reyes Chávez,8654811948,22
Alberto Pino Galaz,2865003278,19
Rosa Valle Rojas,3159981900,20
Sebastián Flores Garza,6846293733,19
Fernanda Mancera Vazquez,6744047262,20
Juan Martínez Tellez,5268647775,22
César Pino Calles,0249061326,24
Socorro Rosales Elías,1951972590,20
Isabel Aldama Aldama,6801356815,22
Ernesto Aldama Leo,1574494517,18
Adán Ochoa Wong,9512823108,21
Raquel Durazo Cadena,3783219954,21
Karla Córdova Garza,9676101863,20
Sebastián Monteverde Vazquez,3320749922,25
Kevin García Encinas,9390152928,25
Regina Andre González,9478726296,19
Juan Flores Cadena,6193029833,19
Mariana Reza Cano,2871568264,25
Armando Galaz Aldama,9551795748,19
Adán Valle Flores,9160226114,20
María Reyes Heras,8401369686,24
Elvia Ozuna Reza,7054539032,22
Carlos González Castañeda,7661889517,21
Mario Cadena Andre,9038661458,19
Fernanda Tellez García,3089756874,21
Alan Alemán Rosales,8310410305,23
Carlos Reza Encinas,0536487763,24
Armando Piña Orozco,4129587560,18
Ana Cuevas Camacho,7982652824,22
Juan Martínez Elías,1166609819,24
Karen Arredondo Tellez,5794333094,24
Socorro Pino Balderrama,9944303305,23
Armando Cuevas Orozco,6916940482,18
Julián Moreno Cano,2295454093,23
Kevin Chávez Escalante,1347023591,21
José Balderrama Espinoza,2268844788,22
Julio García Piña,9276665008,19
Lourdes Martínez Durazo,0374185216,22
Susana Monteverde Coronado,3763284623,20
Julián Lobo Medina,7675648641,23
Rafael Garza Martínez,8088868297,22
Kenia Cano Castañeda,8186137766,25
Kim Jimenez Ozuna,8010254825,25
Alberto Pulido Flores,2340201486,21
Guadalupe Ramos Arvizu,7146101794,21
Julián Peña Caro,5386788368,24
Julio González Nuñez,7082198193,21
Brian Pérez Arvizu,7509628913,20
Rafael Heras Piña,1754759519,23
Karen Galaz Lobo,5476314784,20
Isabel Camacho Gutierrez,1011069797,21
Susana Chávez Aldama,8338844223,22
Lourdes Caro Jimenez,2209599954,18
Isabel Orozco Ayala,1423058263,22
América Moreno Arroyo,8007001341,22
Elvia Ramos Orozco,3851667596,18
Ernesto Piña Islas,6416604303,22
Regina Lobo Cadena,1413428119,20
Alan Rodríguez Ramos,4646256408,21
Kimberly Reza Pulido,7549863787,20
Carlos Castañeda Durazo,8936592668,23
Julio Pulido Chávez,4407166244,24
Armando Coronado Rodríguez,0431878587,19
Mario Flores Valle,8534666794,22
Susana Ozuna Galaz,9043357004,20
Mariana Verduzco Rojas,7972949283,18
Domingo Camacho Arredondo,1412523360,24
Kevin Escalante Yanes,5121364995,20
César Valle Islas,9848915069,19
Julián Alemán Rodríguez,5663161937,21
Karen Valenzuela Caro,0765023884,21
Luis Pulido Aldama,6327055084,18
Armando Ozuna Tellez,0702606877,23
Sebastián Reza Jimenez,4796968317,18
Luis Mendez Wong,7698151838,22
Sebastián Castañeda Rojas,3843047330,21
Alan Ozuna Ortiz,6628163841,20
Ernesto Orozco Heras,2726542804,25
Sebastián Ozuna Encinas,9318174111,21
Julio Encinas Camacho,3451656478,24
Susana Vazquez Ozuna,2460872813,22
César López Ortiz,3079661214,24
Isabel Valenzuela Martínez,8207248871,24
Eva Ramirez Camacho,3259702426,24
Brian Ayala Córdova,0908548795,25
Teresa Piña Islas,7744967606,22
Regina Piña Orozco,9815448227,23
América Encinas Mendoza,3200456037,23
Raquel Castañeda Ochoa,5429748732,18
Guadalupe Pérez Elías,4752284481,21
Mario Cadena Nuñez,4595211379,25
Eva Chávez Arroyo,0641852763,21
Socorro Mendez Cuevas,4205052236,23
María Córdova Coronado,9502485660,19
Lourdes Reza García,9877960319,24
Karen Elías Pérez,0000351043,19
Teresa Ochoa Córdova,3792314589,21
Adán Chávez Cano,4185808454,24
Ada Garza Ortiz,6609753855,20
Raquel Islas Rosas,4985211504,19
Lourdes Mendoza Cruz,3461588704,19
José Pérez Cano,4297281808,25
Rafael Garza Medina,5604912248,20
Fernanda Cano Medina,3877158751,23
José Cuevas Arredondo,7199268501,22
Sebastián Jimenez Ayala,1943137437,24
Julio Reyes López,7049464711,19
Carlos Cuevas Balderrama,2594428135,23
Ernesto González Domínguez,2252341198,25
Guadalupe Castañeda Reza,4298183793,25
Kevin Domínguez Valle,7286844583,18
Rosa Ramos Yanes,6409663219,23
Alan Balderrama Mancera,5642912992,18
Regina Moreno Peña,7522467615,22
Socorro Castañeda Garza,0560255859,22
Ernesto Córdova Orozco,5271291687,25
Guadalupe Valle Monteverde,2564218941,21
Alan Islas Rosales,9255047307,24
Ernesto Ochoa Pérez,9758314904,25
América Escalante Coronado,5562199204,22
Julián Reyes Mata,0981589084,21
Julián Jimenez Chávez,3581786609,18
Domingo Leo Flores,2178714356,19
Sebastián Flores Escalante,8820895575,19
Socorro Gutierrez Rosas,0307200458,20
Socorro Mancera Mendoza,1447641378,23
Kenia Tellez Pulido,7285042110,23
Armando Ortiz Ayala,3895619074,24
Guadalupe Arredondo Islas,5580878960,24
Teresa González Mendoza,5249138596,25
Karina Medina Islas,3350181776,24
Lourdes Peña Reza,7729900425,21
María Encinas Andre,0580528200,22
Kevin Ayala Romero,0387658467,20
Fernanda Pérez Coronado,9420490000,18
Lourdes López Andre,8384297702,23
Karen Verduzco Coronado,5869559109,25
Mariana Balderrama Fernandez,7988390362,25
Karen García Encinas,1224473849,20
Julio Camacho Arredondo,7340247985,20
César Espinoza Rosas,4443855646,25
Armando Camacho Heras,3347605988,23
Isabel Peña Ozuna,8248166728,24
Julián Flores Córdova,9031106697,21
Isabel Coronado Caro,8977556936,20
Rafael Flores García,7232190290,18
Raquel Pérez Cano,0600033595,24
Armando López Ozuna,7893512286,25
Rafael Mendez Vazquez,1459762341,22
Kevin Aldama Tellez,4580603841,21
Juan Piña Ayala,5445240349,23
Brian Tellez Tellez,7093808787,23
Armando Heras Escalante,7408064749,24
Armando Jimenez Jimenez,0184339891,21
Guadalupe Valle Arredondo,7844582674,25
Alan Pulido Verduzco,6034742816,22
Juan Elías Monteverde,7025122991,20
Kenia Rodríguez Córdova,1059343196,22
Armando Pino Martínez,8861653139,23
Lourdes Reza Arroyo,4769954191,20
César Rojas Ramos,1648021045,23
Raquel Calles Ozuna,5429007764,19
Ema Cadena Coronado,5866419227,21
Sebastián Ochoa Yanes,7546975198,22
Carlos Mata Jimenez,1486703607,24
Isabel Galaz Camacho,6583792733,24
Lourdes Pulido Monteverde,7589278996,21
Fernanda Córdova Pino,7076665511,24
Ana Calles Garza,2172161817,18
María Escalante Durazo,2520715624,24
Julián Durazo Camacho,2614855313,25
Luis Tellez Arredondo,0882798680,21
Rafael Calles Camacho,7274605982,23
Lourdes Orozco Cruz,9489370596,20
César Ortiz Rosales,4966932304,22
Karla Mendoza Rojas,1197048682,23
Eva Lobo Lobo,3954827649,24
Kenia Piña Calles,6891717979,21
Julio Fernandez Jimenez,6144553992,25
Ana Lobo Moreno,2315628993,20
Julián Córdova Alemán,6421002366,25
Armando Martínez Moreno,5277743483,21
Lourdes Rojas Cuevas,8449094736,20
Mariana Rosales Domínguez,6003428287,20
Armando Chávez Mata,6951375184,21
Kevin Elías Cano,5482879785,21
Kevin Arvizu Cano,5369988417,21
Luis Cadena Cabada,5950427406,23
Carlos Almada Calles,8406842524,18
Karen Córdova Córdova,4133695805,23
Karina Ortiz Vazquez,6944135326,19
Alberto Domínguez Rojas,7958856592,21
Juan Espinoza Durazo,1790938628,18
Julio Leo Ramirez,9295742046,23
Regina Ortiz Monteverde,2085483081,20
Armando Cano Galaz,7242646105,22
Armando Piña García,7971648360,24
Ernesto Chávez Mata,6166870258,25
María Moreno López,9837041032,20
Julián Ayala Orozco,8754274359,20
Julián Ayala Arroyo,2231286830,21
Armando Aldama Castañeda,9419242148,24
Socorro Ortiz Elías,4794080769,18
Armando Cadena Alemán,3000557228,22
Luis Piña Wong,9101390706,25
Karla Monteverde García,3077714082,22
Alberto Ayala Durazo,8031794854,23
Juan Durazo Escalante,8126166222,25
Carlos Heras García,1437154156,19
Julio Ozuna Ayala,2113438187,20
César Andre Rojas,8626591970,22
Lourdes Rosas López,7071568145,20
Karen Pulido Caro,9004106120,22
Ana Mendez Vazquez,7313682475,23
Regina Vazquez Pulido,7316697624,18
José Coronado Cano,5324184008,19
César García Pulido,2570613234,19
Karina Monteverde Tellez,7968637964,18
María Pulido Rosas,9793321045,21
Brian Heras Balderrama,0480388965,25
Luis Monteverde Coronado,6403787012,19
Kimberly Arroyo Ochoa,2063286053,19
Kevin Cuevas Pulido,9227603396,20
Alan Rosas Yanes,7119412907,23
Brian Pérez Islas,9069539684,25
Juan Pino Mendez,3369662644,22
Isabel Mata Aldama,3522804038,25
César Valle Mendoza,4935292046,19
César López Nuñez,0867477855,19
Armando Piña Almada,8436833276,24
Karina Mendoza Encinas,8861725527,21
Lourdes Balderrama Martínez,8048110268,18
Karina Wong Ramirez,5047345496,23
Guadalupe Aldama Heras,8158690267,24
Ernesto Jimenez Cano,6085552547,24
Carlos Ramos Coronado,9594571453,22
Karen Lobo Castañeda,9598300462,25
Brian Cadena Leo,5212235096,22
Julián Castañeda Orozco,2569277430,24
Armando Ayala Castañeda,5905432534,19
Adán Espinoza López,8219092354,25
Domingo Mancera Yanes,0042627173,24
Julián Cuevas Escalante,5682823271,24
José Ayala Andre,1126059108,25
Alan Ochoa Medina,0453797005,18
Ada Peña Moreno,6419663709,20
Luis Chávez Mata,3332248556,25
José Escalante Cabada,0213415123,20
Teresa Ozuna Pulido,0785251518,18
Adán Heras Verduzco,9758606961,24
Ana Ramirez Yanes,6049582399,24
Domingo Almada Córdova,2314796786,22
Julio Valenzuela Vazquez,1013477536,18
Adán Romero Aldama,4512838625,19
Brian Andre Romero,0083511974,18
Alan González Escalante,8567743216,24
Rafael Mancera Reza,1305802688,20
Julián Heras Ozuna,8801509221,18
Domingo Reyes Cadena,4343031441,24
Julián Reza Mendez,2870220053,23
Adán Yanes Ozuna,1632805109,20
